Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Operating != Published,Rank by Passenger Count
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,351096,False,200.0
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,351057,False,201.0
201407,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,350470,False,202.0
201104,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,350324,False,203.0
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,349495,False,204.0
201409,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,349086,False,205.0
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,349075,False,206.0
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,348799,False,207.0
201204,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,348591,False,208.0
201405,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,348183,False,209.0
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,347791,False,210.0
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,346854,False,211.0
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,345906,False,212.0
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,345900,False,213.0
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,345339,False,214.0
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,343151,False,215.0
201404,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,342797,False,216.0
201104,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,342669,False,217.0
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,342206,False,218.0
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,341404,False,219.0
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,341390,False,220.0
201001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,339147,False,221.0
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,338822,False,222.0
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,336243,False,223.0
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,334397,False,224.0
201801,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,334066,False,225.0
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,333176,False,226.0
201403,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,332823,False,227.0
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,332482,False,228.0
201409,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,331868,False,229.0
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,331556,False,230.0
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,331488,False,231.0
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,330863,False,232.0
201001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,330464,False,233.0
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,329840,False,234.0
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,329336,False,235.0
200701,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,327638,False,236.0
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,327187,False,237.0
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,326272,False,238.0
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,325806,False,239.0
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,325203,False,240.0
200601,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,324729,False,241.0
200901,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,324641,False,242.0
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,323476,False,243.0
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,323470,False,244.0
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,323462,False,245.0
200701,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,322569,False,246.0
201412,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,321699,False,247.0
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,320658,False,248.0
201504,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,320370,False,249.0
200901,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,320215,False,250.0
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,320027,False,251.0
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,319952,False,252.0
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,319873,False,253.0
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,319256,False,254.0
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,318407,False,255.0
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,317942,False,256.0
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,316628,False,257.0
201503,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,316133,False,258.0
201210,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,316080,False,259.0
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,315745,False,260.0
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,315662,False,261.0
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,315514,False,262.0
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,314628,False,263.0
201210,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,313710,False,264.0
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,313389,False,265.0
201511,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,313110,False,266.0
200601,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312749,False,267.0
201511,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312642,False,268.0
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312398,False,269.0
201403,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312349,False,270.0
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312039,False,271.0
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,311868,False,272.0
201304,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,311243,False,273.0
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,310722,False,274.0
201504,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,310284,False,275.0
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,309798,False,276.0
201411,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,309094,False,277.0
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,308896,False,278.0
201412,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,308246,False,279.0
201503,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,307470,False,280.0
201701,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,307467,False,281.0
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,307346,False,282.0
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,307254,False,283.0
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,306651,False,284.0
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,306419,False,285.0
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,305902,False,286.0
200902,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,305874,False,287.0
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,305620,False,288.0
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,303894,False,289.0
201501,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,303783,False,290.0
200902,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,303663,False,291.0
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,302730,False,292.0
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,302672,False,293.0
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,302480,False,294.0
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,301827,False,295.0
201304,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,301722,False,296.0
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,301417,False,297.0
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,301302,False,298.0
201303,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,300468,False,299.0
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,300110,False,300.0
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,299678,False,301.0
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,298619,False,302.0
201306,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,297792,False,303.0
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,297712,False,304.0
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,297352,False,305.0
201411,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,297053,False,306.0
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,296241,False,307.0
201303,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,295447,False,308.0
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,294672,False,309.0
201407,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,294113,False,310.0
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,293872,False,311.0
201703,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,293538,False,312.0
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,289623,False,313.0
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,289214,False,314.0
201306,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,288888,False,315.0
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,288449,False,316.0
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,288238,False,317.0
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,287773,False,318.0
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,287690,False,319.0
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,287248,False,320.0
201701,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,286788,False,321.0
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,286784,False,322.0
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,285827,False,323.0
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,285822,False,324.0
201702,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,285368,False,325.0
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,285079,False,326.0
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,284700,False,327.0
201501,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,283669,False,328.0
201703,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,283478,False,329.0
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,282049,False,330.0
201407,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,281597,False,331.0
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,278866,False,332.0
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,278579,False,333.0
201502,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,277766,False,334.0
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,276290,False,335.0
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,274493,False,336.0
201601,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,274223,False,337.0
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,273646,False,338.0
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,273176,False,339.0
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,271922,False,340.0
201702,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,271774,False,341.0
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,270749,False,342.0
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,270664,False,343.0
201602,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,270168,False,344.0
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,269887,False,345.0
201211,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,269318,False,346.0
201801,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,268488,False,347.0
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,268032,False,348.0
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,267720,False,349.0
201211,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,266214,False,350.0
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,264396,False,351.0
201410,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,264178,False,352.0
201405,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,263538,False,353.0
201603,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,263407,False,354.0
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,263089,False,355.0
201402,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,262959,False,356.0
201601,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,261477,False,357.0
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,261365,False,358.0
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,261040,False,359.0
201502,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,261011,False,360.0
201801,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,260621,False,361.0
201412,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,260540,False,362.0
201405,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,260432,False,363.0
201803,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,258124,False,364.0
201511,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,257323,False,365.0
201602,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,257190,False,366.0
201409,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,256958,False,367.0
